# BCCWJ 長単位語彙表 ver1.0, frequência ≥ 2 (NINJAL, doi:10.15084/00003214). Só os compostos
# nominais (lema que não existe como unidade curta: 飛行機, 金曜日, 新幹線), sem nome próprio
# nem numeral, frequência ≥ 20. `coloquial_pmw` = Yahoo!知恵袋 + Yahoo!ブログ, a mesma régua de
# freq_bccwj_ja.tsv — é por ela que o composto ganha um rank comparável ao das palavras simples.
# lemma	lForm	pos	frequency	coloquial_pmw
中国側	チュウゴクガワ	名詞-普通名詞-一般	358	2.1585
激しさ	ハゲシサ	名詞-普通名詞-一般	352	2.1585
肉料理	ニクリョウリ	名詞-普通名詞-一般	142	2.1585
致命傷	チメイショウ	名詞-普通名詞-一般	139	2.1585
二列	ニレツ	名詞-普通名詞-一般	119	2.1585
ベトナム戦争	ベトナムセンソウ	名詞-普通名詞-一般	65	2.1585
参加人数	サンカニンズウ	名詞-普通名詞-一般	61	2.1585
四人目	ヨンニンメ	名詞-普通名詞-一般	57	2.1585
スモークサーモン	スモークサーモン	名詞-普通名詞-一般	51	2.1585
陸上部	リクジョウブ	名詞-普通名詞-一般	51	2.1585
御召し	オメシ	名詞-普通名詞-一般	48	2.1585
夏野菜	ナツヤサイ	名詞-普通名詞-一般	47	2.1585
熱帯夜	ネッタイヨル	名詞-普通名詞-一般	44	2.1585
高評価	コウヒョウカ	名詞-普通名詞-一般	32	2.1585
駄目出し	ダメダシ	名詞-普通名詞-一般	32	2.1585
不安要素	フアンヨウソ	名詞-普通名詞-一般	32	2.1585
十二球団	ジュウニキュウダン	名詞-普通名詞-一般	31	2.1585
発売前	ハツバイマエ	名詞-普通名詞-一般	31	2.1585
錦糸卵	キンシタマゴ	名詞-普通名詞-一般	25	2.1585
体感的	タイカンテキ	形状詞-一般	23	2.1585
ミュージックステーション	ミュージックステーション	名詞-普通名詞-一般	21	2.1585
二時間弱	ニジカンジャク	名詞-普通名詞-一般	20	2.1585
旧約聖書	キュウヤクセイショ	名詞-普通名詞-一般	292	2.1532
多方面	タホウメン	名詞-普通名詞-一般	150	2.1532
立候補	リッコウホ	名詞-普通名詞-一般	148	2.1532
年長者	ネンチョウシャ	名詞-普通名詞-一般	145	2.1532
時代背景	ジダイハイケイ	名詞-普通名詞-一般	101	2.1532
日本最大	ニッポンサイダイ	名詞-普通名詞-一般	86	2.1532
高級ホテル	コウキュウホテル	名詞-普通名詞-一般	79	2.1532
十種類	ジュウシュルイ	名詞-普通名詞-一般	78	2.1532
男女関係	ダンジョカンケイ	名詞-普通名詞-一般	78	2.1532
連続ドラマ	レンゾクドラマ	名詞-普通名詞-一般	63	2.1532
調教師	チョウキョウシ	名詞-普通名詞-一般	54	2.1532
カルチャーショック	カルチャーショック	名詞-普通名詞-一般	50	2.1532
味噌煮	ミソニ	名詞-普通名詞-一般	49	2.1532
実年齢	ジッネンレイ	名詞-普通名詞-一般	37	2.1532
少年野球	ショウネンヤキュウ	名詞-普通名詞-一般	36	2.1532
ソロ活動	ソロカツドウ	名詞-普通名詞-一般	34	2.1532
御興味	ゴキョウミ	名詞-普通名詞-一般	30	2.1532
一時間弱	イチジカンジャク	名詞-普通名詞-一般	27	2.1532
薄型テレビ	ウスガタテレビ	名詞-普通名詞-一般	27	2.1532
キャノン	キャノン	名詞-普通名詞-一般	22	2.1532
同商品	ドウショウヒン	名詞-普通名詞-一般	22	2.1532
悩み中	ナヤミチュウ	名詞-普通名詞-一般	20	2.1532
編集者	ヘンシュウシャ	名詞-普通名詞-一般	611	2.1479
誠実さ	セイジツサ	名詞-普通名詞-一般	193	2.1479
飲料水	インリョウスイ	名詞-普通名詞-一般	185	2.1479
経済状況	ケイザイジョウキョウ	名詞-普通名詞-一般	175	2.1479
二十年後	ニジュウネンゴ	名詞-普通名詞-一般	159	2.1479
超能力	チョウノウリョク	名詞-普通名詞-一般	141	2.1479
平行線	ヘイコウセン	名詞-普通名詞-一般	128	2.1479
自慢話	ジマンハナシ	名詞-普通名詞-一般	115	2.1479
信頼度	シンライド	名詞-普通名詞-一般	113	2.1479
必須条件	ヒッスジョウケン	名詞-普通名詞-一般	82	2.1479
弱肉強食	ジャクニクキョウショク	名詞-普通名詞-一般	81	2.1479
五日後	イツカゴ	名詞-普通名詞-一般	70	2.1479
力不足	チカラブソク	名詞-普通名詞-一般	70	2.1479
近距離	キンキョリ	名詞-普通名詞-一般	67	2.1479
春夏秋冬	ハルナツアキフユ	名詞-普通名詞-一般	67	2.1479
御揃い	オソロイ	名詞-普通名詞-一般	64	2.1479
最上級	サイジョウキュウ	名詞-普通名詞-一般	62	2.1479
自殺行為	ジサツコウイ	名詞-普通名詞-一般	61	2.1479
問題児	モンダイジ	名詞-普通名詞-一般	55	2.1479
温野菜	オンヤサイ	名詞-普通名詞-一般	39	2.1479
カード払い	カードバライ	名詞-普通名詞-一般	38	2.1479
テレビ欄	テレビラン	名詞-普通名詞-一般	36	2.1479
場所的	バショテキ	形状詞-一般	36	2.1479
四字熟語	ヨンジジュクゴ	名詞-普通名詞-一般	33	2.1479
御義母様	オギボサマ	名詞-普通名詞-一般	22	2.1479
問い合わせ先	トイアワセサキ	名詞-普通名詞-一般	1411	2.1426
公共交通機関	コウキョウコウツウキカン	名詞-普通名詞-一般	259	2.1426
二三人	ニサンニン	名詞-普通名詞-一般	212	2.1426
報道機関	ホウドウキカン	名詞-普通名詞-一般	153	2.1426
水導管	ミズドウカン	名詞-普通名詞-一般	116	2.1426
見え方	ミエカタ	名詞-普通名詞-一般	89	2.1426
女子高校生	ジョシコウコウセイ	名詞-普通名詞-一般	86	2.1426
リポーター	リポーター	名詞-普通名詞-一般	72	2.1426
手術前	シュジュツマエ	名詞-普通名詞-一般	71	2.1426
有料化	ユウリョウカ	名詞-普通名詞-一般	70	2.1426
時間通り	ジカンドオリ	名詞-普通名詞-一般	63	2.1426
ハリウッド映画	ハリウッドエイガ	名詞-普通名詞-一般	58	2.1426
第一候補	ダイイチコウホ	名詞-普通名詞-一般	36	2.1426
クリアー	クリアー	名詞-普通名詞-一般	35	2.1426
契約更新	ケイヤクコウシン	名詞-普通名詞-一般	33	2.1426
カフェラテ	カフェラテ	名詞-普通名詞-一般	30	2.1426
家族愛	カゾクアイ	名詞-普通名詞-一般	29	2.1426
総武線	ソウブセン	名詞-普通名詞-一般	27	2.1426
野菜中心	ヤサイチュウシン	名詞-普通名詞-一般	24	2.1426
反応無し	ハンノウナシ	名詞-普通名詞-一般	22	2.1426
理容室	リヨウシツ	名詞-普通名詞-一般	20	2.1426
工業製品	コウギョウセイヒン	名詞-普通名詞-一般	216	2.1373
圧迫感	アッパクカン	名詞-普通名詞-一般	123	2.1373
受信機	ジュシンキ	名詞-普通名詞-一般	117	2.1373
救急病院	キュウキュウビョウイン	名詞-普通名詞-一般	67	2.1373
カレールー	カレールー	名詞-普通名詞-一般	58	2.1373
ウエディングドレス	ウエディングドレス	名詞-普通名詞-一般	51	2.1373
鉄板焼き	テッパンヤキ	名詞-普通名詞-一般	38	2.1373
試合時間	シアイジカン	名詞-普通名詞-一般	37	2.1373
二パターン	ニパターン	名詞-普通名詞-一般	31	2.1373
最終面接	サイシュウメンセツ	名詞-普通名詞-一般	21	2.1373
美男子	ビダンシ	名詞-普通名詞-一般	92	2.1320
平方根	ヘイホウコン	名詞-普通名詞-一般	86	2.1320
日本人選手	ニッポンジンセンシュ	名詞-普通名詞-一般	67	2.1320
市バス	シバス	名詞-普通名詞-一般	64	2.1320
リズム感	リズムカン	名詞-普通名詞-一般	64	2.1320
俺俺詐欺	オレオレサギ	名詞-普通名詞-一般	55	2.1320
何とか	ナントカ	名詞-普通名詞-一般	51	2.1320
御礼状	オレイジョウ	名詞-普通名詞-一般	45	2.1320
掛けっ放し	カケッパナシ	形状詞-一般	37	2.1320
大阪ドーム	オオサカドーム	名詞-普通名詞-一般	32	2.1320
ファイナンシャルプランナー	ファイナンシャルプランナー	名詞-普通名詞-一般	30	2.1320
交際中	コウサイチュウ	名詞-普通名詞-一般	28	2.1320
ホイル焼き	ホイルヤキ	名詞-普通名詞-一般	25	2.1320
卒業旅行	ソツギョウリョコウ	名詞-普通名詞-一般	24	2.1320
ディープインパクト	ディープインパクト	名詞-普通名詞-一般	24	2.1320
玩具屋さん	オモチャヤサン	名詞-普通名詞-一般	22	2.1320
日本国憲法	ニッポンコクケンポウ	名詞-普通名詞-一般	409	2.1267
合併症	ガッペイショウ	名詞-普通名詞-一般	342	2.1267
精神障害者	セイシンショウガイシャ	名詞-普通名詞-一般	292	2.1267
金属製	キンゾクセイ	名詞-普通名詞-一般	204	2.1267
刑事事件	ケイジジケン	名詞-普通名詞-一般	176	2.1267
業務内容	ギョウムナイヨウ	名詞-普通名詞-一般	147	2.1267
無頓着	ムトンチャク	形状詞-一般	144	2.1267
ピーナツ	ピーナツ	名詞-普通名詞-一般	77	2.1267
防犯カメラ	ボウハンカメラ	名詞-普通名詞-一般	75	2.1267
高感度	コウカンド	名詞-普通名詞-一般	67	2.1267
アジア系	アジアケイ	名詞-普通名詞-一般	64	2.1267
作曲者	サッキョクシャ	名詞-普通名詞-一般	62	2.1267
高飛車	コウヒシャ	名詞-普通名詞-一般	61	2.1267
御手持ち	オテモチ	名詞-普通名詞-一般	32	2.1267
社会勉強	シャカイベンキョウ	名詞-普通名詞-一般	32	2.1267
引っ越し業者	ヒッコシギョウシャ	名詞-普通名詞-一般	28	2.1267
初年度	ハツネンド	名詞-普通名詞-一般	230	2.1214
扱い方	アツカイカタ	名詞-普通名詞-一般	197	2.1214
肝硬変	カンコウヘン	名詞-普通名詞-一般	170	2.1214
卒業後	ソツギョウゴ	名詞-普通名詞-一般	159	2.1214
内陸部	ナイリクブ	名詞-普通名詞-一般	146	2.1214
遺伝的	イデンテキ	形状詞-一般	137	2.1214
比較的	ヒカクテキ	形状詞-一般	103	2.1214
茸類	キノコルイ	名詞-普通名詞-一般	64	2.1214
希望通り	キボウドオリ	名詞-普通名詞-一般	61	2.1214
輸入物	ユニュウブツ	名詞-普通名詞-一般	60	2.1214
洗濯鋏	センタクバサミ	名詞-普通名詞-一般	56	2.1214
医療関係	イリョウカンケイ	名詞-普通名詞-一般	50	2.1214
利尿作用	リニョウサヨウ	名詞-普通名詞-一般	44	2.1214
一万円以下	イチマンエンイカ	名詞-普通名詞-一般	31	2.1214
ドライフード	ドライフード	名詞-普通名詞-一般	27	2.1214
六月頃	ロクガツコロ	名詞-普通名詞-一般	80	2.1214
化学物質	カガクブッシツ	名詞-普通名詞-一般	587	2.1161
日系人	ニッケイジン	名詞-普通名詞-一般	236	2.1161
印刷物	インサツブツ	名詞-普通名詞-一般	172	2.1161
全財産	ゼンザイサン	名詞-普通名詞-一般	127	2.1161
自制心	ジセイシン	名詞-普通名詞-一般	122	2.1161
栄養バランス	エイヨウバランス	名詞-普通名詞-一般	103	2.1161
皮膚病	ヒフビョウ	名詞-普通名詞-一般	101	2.1161
ダイレクトメール	ダイレクトメール	名詞-普通名詞-一般	87	2.1161
一箇月以内	イッカゲツイナイ	名詞-普通名詞-一般	86	2.1161
文字入力	モジニュウリョク	名詞-普通名詞-一般	80	2.1161
感染力	カンセンリョク	名詞-普通名詞-一般	75	2.1161
鉄道会社	テツドウガイシャ	名詞-普通名詞-一般	74	2.1161
料理法	リョウリホウ	名詞-普通名詞-一般	72	2.1161
終身刑	シュウシンケイ	名詞-普通名詞-一般	65	2.1161
個人経営	コジンケイエイ	名詞-普通名詞-一般	62	2.1161
筆頭株主	ヒットウカブヌシ	名詞-普通名詞-一般	52	2.1161
製品名	セイヒンメイ	名詞-普通名詞-一般	49	2.1161
熱帯低気圧	ネッタイテイキアツ	名詞-普通名詞-一般	38	2.1161
感情論	カンジョウロン	名詞-普通名詞-一般	37	2.1161
左ハンドル	ヒダリハンドル	名詞-普通名詞-一般	31	2.1161
メール交換	メールコウカン	名詞-普通名詞-一般	31	2.1161
馬鹿丸出し	バカマルダシ	名詞-普通名詞-一般	25	2.1161
ヘアカラー	ヘアカラー	名詞-普通名詞-一般	25	2.1161
便利さ	ベンリサ	名詞-普通名詞-一般	141	2.1108
公共料金	コウキョウリョウキン	名詞-普通名詞-一般	117	2.1108
疑問点	ギモンテン	名詞-普通名詞-一般	113	2.1108
全国一律	ゼンコクイチリツ	名詞-普通名詞-一般	92	2.1108
代用品	ダイヨウヒン	名詞-普通名詞-一般	89	2.1108
資格試験	シカクシケン	名詞-普通名詞-一般	83	2.1108
契約時	ケイヤクジ	名詞-普通名詞-一般	78	2.1108
横隔膜	ヨコカクマク	名詞-普通名詞-一般	75	2.1108
大型トラック	オオガタトラック	名詞-普通名詞-一般	72	2.1108
自然数	シゼンスウ	名詞-普通名詞-一般	71	2.1108
外貨預金	ガイカヨキン	名詞-普通名詞-一般	66	2.1108
訪問着	ホウモンチャク	名詞-普通名詞-一般	58	2.1108
子宮癌検診	シキュウガンケンシン	名詞-普通名詞-一般	53	2.1108
調べ方	シラベカタ	名詞-普通名詞-一般	51	2.1108
駐車違反	チュウシャイハン	名詞-普通名詞-一般	44	2.1108
不用品	フヨウヒン	名詞-普通名詞-一般	43	2.1108
英会話学校	エイカイワガッコウ	名詞-普通名詞-一般	42	2.1108
著作権侵害	チョサクケンシンガイ	名詞-普通名詞-一般	42	2.1108
教育実習	キョウイクジッシュウ	名詞-普通名詞-一般	41	2.1108
脳神経外科	ノウシンケイゲカ	名詞-普通名詞-一般	41	2.1108
御兄弟	ゴキョウダイ	名詞-普通名詞-一般	40	2.1108
アダプタ	アダプタ	名詞-普通名詞-一般	38	2.1108
クリーニング代	クリーニングダイ	名詞-普通名詞-一般	38	2.1108
動作確認	ドウサカクニン	名詞-普通名詞-一般	37	2.1108
潔癖症	ケッペキショウ	名詞-普通名詞-一般	34	2.1108
化粧直し	ケショウナオシ	名詞-普通名詞-一般	32	2.1108
ピンヒール	ピンヒール	名詞-普通名詞-一般	31	2.1108
女性芸能人	ジョセイゲイノウジン	名詞-普通名詞-一般	28	2.1108
製品版	セイヒンバン	名詞-普通名詞-一般	27	2.1108
大辞林	ダイジリン	名詞-普通名詞-一般	27	2.1108
高機能	コウキノウ	名詞-普通名詞-一般	66	2.1108
申告書	シンコクショ	名詞-普通名詞-一般	353	2.1055
男女平等	ダンジョビョウドウ	名詞-普通名詞-一般	157	2.1055
減価償却費	ゲンカショウキャクヒ	名詞-普通名詞-一般	153	2.1055
夫婦仲	フウフナカ	名詞-普通名詞-一般	81	2.1055
洗浄剤	センジョウザイ	名詞-普通名詞-一般	66	2.1055
保母さん	ホボサン	名詞-普通名詞-一般	61	2.1055
無期懲役	ムキチョウエキ	名詞-普通名詞-一般	53	2.1055
退職願い	タイショクネガイ	名詞-普通名詞-一般	35	2.1055
挨拶程度	アイサツテイド	名詞-普通名詞-一般	31	2.1055
保証会社	ホショウガイシャ	名詞-普通名詞-一般	30	2.1055
差し込み口	サシコミクチ	名詞-普通名詞-一般	29	2.1055
志望動機	シボウドウキ	名詞-普通名詞-一般	29	2.1055
電源ボタン	デンゲンボタン	名詞-普通名詞-一般	28	2.1055
リボ払い	リボバライ	名詞-普通名詞-一般	26	2.1055
デジタルビデオカメラ	デジタルビデオカメラ	名詞-普通名詞-一般	23	2.1055
二十歳以上	ニジュウサイイジョウ	名詞-普通名詞-一般	379	2.1055
合計額	ゴウケイガク	名詞-普通名詞-一般	536	2.1002
ディレクトリ	ディレクトリ	名詞-普通名詞-一般	191	2.1002
複数形	フクスウケイ	名詞-普通名詞-一般	104	2.1002
先物取り引き	サキモノトリヒキ	名詞-普通名詞-一般	89	2.1002
株式分割	カブシキブンカツ	名詞-普通名詞-一般	85	2.1002
インターネット接続	インターネットセツゾク	名詞-普通名詞-一般	76	2.1002
返済額	ヘンサイガク	名詞-普通名詞-一般	67	2.1002
日本製品	ニッポンセイヒン	名詞-普通名詞-一般	65	2.1002
緊急度	キンキュウド	名詞-普通名詞-一般	62	2.1002
ベビーフード	ベビーフード	名詞-普通名詞-一般	62	2.1002
三割負担	サンワリフタン	名詞-普通名詞-一般	56	2.1002
缶ジュース	カンジュース	名詞-普通名詞-一般	55	2.1002
コード進行	コードシンコウ	名詞-普通名詞-一般	52	2.1002
メールサーバー	メールサーバー	名詞-普通名詞-一般	42	2.1002
出産前	シュッサンマエ	名詞-普通名詞-一般	40	2.1002
停滞期	テイタイキ	名詞-普通名詞-一般	38	2.1002
特定口座	トクテイコウザ	名詞-普通名詞-一般	37	2.1002
比例区	ヒレイク	名詞-普通名詞-一般	37	2.1002
パケット通信	パケットツウシン	名詞-普通名詞-一般	32	2.1002
終了前	シュウリョウマエ	名詞-普通名詞-一般	24	2.1002
実家暮らし	ジッカクラシ	名詞-普通名詞-一般	23	2.1002
カードリーダー	カードリーダー	名詞-普通名詞-一般	20	2.1002
統計的	トウケイテキ	形状詞-一般	209	2.0949
体外受精	タイガイジュセイ	名詞-普通名詞-一般	112	2.0949
弁理士	ベンリシ	名詞-普通名詞-一般	100	2.0949
並行輸入品	ヘイコウユニュウヒン	名詞-普通名詞-一般	74	2.0949
一歳未満	イッサイミマン	名詞-普通名詞-一般	57	2.0949
セレクトショップ	セレクトショップ	名詞-普通名詞-一般	51	2.0949
洗顔後	センガンゴ	名詞-普通名詞-一般	36	2.0949
助産婦さん	ジョサンフサン	名詞-普通名詞-一般	34	2.0949
シェアウェア	シェアウェア	名詞-普通名詞-一般	31	2.0949
改善方法	カイゼンホウホウ	名詞-普通名詞-一般	29	2.0949
電話加入権	デンワカニュウケン	名詞-普通名詞-一般	29	2.0949
ウオッチ	ウオッチ	名詞-普通名詞-一般	25	2.0949
口腔外科	コウコウゲカ	名詞-普通名詞-一般	24	2.0949
羊水検査	ヨウスイケンサ	名詞-普通名詞-一般	23	2.0949
議員年金	ギインネンキン	名詞-普通名詞-一般	22	2.0949
ママ友達	ママトモダチ	名詞-普通名詞-一般	22	2.0949
御仏前	ゴブツゼン	名詞-普通名詞-一般	21	2.0949
下り物シート	オリモノシート	名詞-普通名詞-一般	20	2.0949
郵便口座	ユウビンコウザ	名詞-普通名詞-一般	20	2.0949
迫力満点	ハクリョクマンテン	名詞-普通名詞-一般	55	2.0687
増上寺	ゾウジョウジ	名詞-普通名詞-一般	54	2.0687
御応募	ゴオウボ	名詞-普通名詞-一般	53	2.0687
ワンシーン	ワンシーン	名詞-普通名詞-一般	52	2.0687
大不況	ダイフキョウ	名詞-普通名詞-一般	45	2.0687
改良工事	カイリョウコウジ	名詞-普通名詞-一般	41	2.0687
定期演奏会	テイキエンソウカイ	名詞-普通名詞-一般	35	2.0687
御見逃し	オミノガシ	名詞-普通名詞-一般	30	2.0687
敗戦投手	ハイセントウシュ	名詞-普通名詞-一般	23	2.0687
二試合目	ニシアイメ	名詞-普通名詞-一般	22	2.0687
エコバック	エコバック	名詞-普通名詞-一般	21	2.0687
五回裏	ゴカイウラ	名詞-普通名詞-一般	21	2.0687
七回裏	ナナカイウラ	名詞-普通名詞-一般	21	2.0687
ホームレス中学生	ホームレスチュウガクセイ	名詞-普通名詞-一般	21	2.0687
ユウちゃん	ユウチャン	名詞-普通名詞-一般	21	2.0687
零八年度	レイハチネンド	名詞-普通名詞-一般	21	2.0687
太平さん	タイヘイサン	名詞-普通名詞-一般	20	2.0687
支配人	シハイニン	名詞-普通名詞-一般	250	2.0634
運動場	ウンドウジョウ	名詞-普通名詞-一般	183	2.0634
心地良さ	ココチヨサ	名詞-普通名詞-一般	168	2.0634
海兵隊	カイヘイタイ	名詞-普通名詞-一般	118	2.0634
第一作	ダイイチサク	名詞-普通名詞-一般	111	2.0634
意思疎通	イシソツウ	名詞-普通名詞-一般	105	2.0634
来訪者	ライホウシャ	名詞-普通名詞-一般	104	2.0634
ビニールハウス	ビニールハウス	名詞-普通名詞-一般	64	2.0634
フリーメーソン	フリーメーソン	名詞-普通名詞-一般	59	2.0634
オリジナル商品	オリジナルショウヒン	名詞-普通名詞-一般	47	2.0634
森林公園	シンリンコウエン	名詞-普通名詞-一般	47	2.0634
前哨戦	ゼンショウセン	名詞-普通名詞-一般	46	2.0634
レインボーブリッジ	レインボーブリッジ	名詞-普通名詞-一般	45	2.0634
海賊船	カイゾクセン	名詞-普通名詞-一般	41	2.0634
御星様	オホシサマ	名詞-普通名詞-一般	40	2.0634
戦闘シーン	セントウシーン	名詞-普通名詞-一般	34	2.0634
奪三振	ダツサンシン	名詞-普通名詞-一般	29	2.0634
御機嫌斜め	ゴキゲンナナメ	名詞-普通名詞-一般	28	2.0634
鉄道模型	テツドウモケイ	名詞-普通名詞-一般	28	2.0634
東京競馬場	トウキョウケイバジョウ	名詞-普通名詞-一般	28	2.0634
メインイベント	メインイベント	名詞-普通名詞-一般	28	2.0634
五戦	ゴセン	名詞-普通名詞-一般	24	2.0634
新快速	シンカイソク	名詞-普通名詞-一般	24	2.0634
実業家	ジツギョウカ	名詞-普通名詞-一般	173	2.0581
黄金時代	オウゴンジダイ	名詞-普通名詞-一般	138	2.0581
死刑囚	シケイシュウ	名詞-普通名詞-一般	123	2.0581
おっ	オッ	名詞-普通名詞-一般	74	2.0581
五万人	ゴマンニン	名詞-普通名詞-一般	71	2.0581
三つ子	ミッツコ	名詞-普通名詞-一般	63	2.0581
グリーンピース	グリーンピース	名詞-普通名詞-一般	48	2.0581
日本株	ニッポンカブ	名詞-普通名詞-一般	47	2.0581
伊勢蝦	イセエビ	名詞-普通名詞-一般	45	2.0581
二軒目	ニゲンメ	名詞-普通名詞-一般	43	2.0581
集合写真	シュウゴウシャシン	名詞-普通名詞-一般	33	2.0581
御想像	ゴソウゾウ	名詞-普通名詞-一般	28	2.0581
ジュビロ磐田	ジュビロイワタ	名詞-普通名詞-一般	26	2.0581
アルビレックス新潟	アルビレックスニイガタ	名詞-普通名詞-一般	22	2.0581
御会計	オカイケイ	名詞-普通名詞-一般	22	2.0581
可愛過ぎ	カワイスギ	形状詞-一般	21	2.0581
首相官邸	シュショウカンテイ	名詞-普通名詞-一般	139	2.0528
作業場	サギョウジョウ	名詞-普通名詞-一般	134	2.0528
死亡事故	シボウジコ	名詞-普通名詞-一般	121	2.0528
伯父さん達	オジサンタチ	名詞-普通名詞-一般	95	2.0528
人員削減	ジンインサクゲン	名詞-普通名詞-一般	94	2.0528
作成者	サクセイシャ	名詞-普通名詞-一般	93	2.0528
調査中	チョウサチュウ	名詞-普通名詞-一般	76	2.0528
自動車業界	ジドウシャギョウカイ	名詞-普通名詞-一般	63	2.0528
御零れ	オコボレ	名詞-普通名詞-一般	56	2.0528
開始時間	カイシジカン	名詞-普通名詞-一般	56	2.0528
親善試合	シンゼンシアイ	名詞-普通名詞-一般	52	2.0528
方向音痴	ホウコウオンチ	名詞-普通名詞-一般	50	2.0528
紅白歌合戦	コウハクカガッセン	名詞-普通名詞-一般	45	2.0528
パーキングエリア	パーキングエリア	名詞-普通名詞-一般	45	2.0528
旭山動物園	アサヒヤマドウブツエン	名詞-普通名詞-一般	44	2.0528
気圧配置	キアツハイチ	名詞-普通名詞-一般	41	2.0528
地主さん	ジヌシサン	名詞-普通名詞-一般	41	2.0528
悪材料	アクザイリョウ	名詞-普通名詞-一般	39	2.0528
一ケース	イチケース	名詞-普通名詞-一般	35	2.0528
大受け	オオウケ	名詞-普通名詞-一般	35	2.0528
四時間半	ヨンジカンハン	名詞-普通名詞-一般	27	2.0528
御饂飩	オウドン	名詞-普通名詞-一般	22	2.0528
出勤時	シュッキンジ	名詞-普通名詞-一般	22	2.0528
ホワイトチョコ	ホワイトチョコ	名詞-普通名詞-一般	21	2.0528
最高潮	サイコウシオ	名詞-普通名詞-一般	107	2.0474
多様性	タヨウセイ	名詞-普通名詞-一般	605	2.0474
第一段階	ダイイチダンカイ	名詞-普通名詞-一般	304	2.0474
経済政策	ケイザイセイサク	名詞-普通名詞-一般	294	2.0474
殿様	トノサマ	名詞-普通名詞-一般	263	2.0474
二千人	ニセンニン	名詞-普通名詞-一般	175	2.0474
二月号	ニガツゴウ	名詞-普通名詞-一般	129	2.0474
大打撃	ダイダゲキ	名詞-普通名詞-一般	78	2.0474
自由奔放	ジユウホンポウ	形状詞-一般	77	2.0474
最終目標	サイシュウモクヒョウ	名詞-普通名詞-一般	71	2.0474
非日常	ヒニチジョウ	名詞-普通名詞-一般	71	2.0474
ミステリ	ミステリ	名詞-普通名詞-一般	65	2.0474
政府高官	セイフコウカン	名詞-普通名詞-一般	61	2.0474
時計台	トケイダイ	名詞-普通名詞-一般	53	2.0474
フライドチキン	フライドチキン	名詞-普通名詞-一般	47	2.0474
販売中	ハンバイチュウ	名詞-普通名詞-一般	46	2.0474
関係上	カンケイジョウ	名詞-普通名詞-一般	44	2.0474
弟君	オトウトクン	名詞-普通名詞-一般	41	2.0474
十八位	ジュウハチイ	名詞-普通名詞-一般	34	2.0474
内野ゴロ	ナイヤゴロ	名詞-普通名詞-一般	27	2.0474
四時前	ヨンジマエ	名詞-普通名詞-一般	27	2.0474
豚ロース	ブタロース	名詞-普通名詞-一般	21	2.0474
ドラマ版	ドラマバン	名詞-普通名詞-一般	20	2.0474
千九百八十年代	センキュウヒャクハチジュウネンダイ	名詞-普通名詞-一般	442	2.0421
引っ切り無し	ヒッキリナシ	名詞-普通名詞-一般	187	2.0421
芸術的	ゲイジュツテキ	形状詞-一般	178	2.0421
楽観的	ラッカンテキ	形状詞-一般	176	2.0421
測定値	ソクテイチ	名詞-普通名詞-一般	144	2.0421
大間違い	オオマチガイ	名詞-普通名詞-一般	117	2.0421
アキレス腱	アキレスケン	名詞-普通名詞-一般	94	2.0421
一本道	イチホンドウ	名詞-普通名詞-一般	91	2.0421
興奮状態	コウフンジョウタイ	名詞-普通名詞-一般	84	2.0421
蜃気楼	シンキロウ	名詞-普通名詞-一般	78	2.0421
金閣寺	キンカクジ	名詞-普通名詞-一般	77	2.0421
三対	サンタイ	名詞-普通名詞-一般	73	2.0421
白雪姫	シラユキヒメ	名詞-普通名詞-一般	68	2.0421
七味唐辛子	シチミトウガラシ	名詞-普通名詞-一般	61	2.0421
所持金	ショジキン	名詞-普通名詞-一般	49	2.0421
具沢山	グダクサン	形状詞-一般	47	2.0421
アクション映画	アクションエイガ	名詞-普通名詞-一般	46	2.0421
吉本興業	ヨシモトコウギョウ	名詞-普通名詞-一般	40	2.0421
白川郷	シラカワキョウ	名詞-普通名詞-一般	29	2.0421
バラ科	バラカ	名詞-普通名詞-一般	29	2.0421
滞在時間	タイザイジカン	名詞-普通名詞-一般	27	2.0421
御色	オイロ	名詞-普通名詞-一般	23	2.0421
挑戦中	チョウセンチュウ	名詞-普通名詞-一般	23	2.0421
武蔵野線	ムサシノセン	名詞-普通名詞-一般	22	2.0421
遣る気無し	ヤルキナシ	名詞-普通名詞-一般	21	2.0421
肉味噌	ニクミソ	名詞-普通名詞-一般	20	2.0421
地域社会	チイキシャカイ	名詞-普通名詞-一般	1007	2.0368
オランダ人	オランダジン	名詞-普通名詞-一般	224	2.0368
作業員	サギョウイン	名詞-普通名詞-一般	184	2.0368
非公式	ヒコウシキ	形状詞-一般	169	2.0368
帰国後	キコクゴ	名詞-普通名詞-一般	167	2.0368
御人	オヒト	名詞-普通名詞-一般	166	2.0368
坊さん	ボウサン	名詞-普通名詞-一般	152	2.0368
御苦労さん	ゴクロウサン	名詞-普通名詞-一般	126	2.0368
費用対効果	ヒヨウタイコウカ	名詞-普通名詞-一般	107	2.0368
大黒柱	ダイコクバシラ	名詞-普通名詞-一般	86	2.0368
地球人	チキュウジン	名詞-普通名詞-一般	76	2.0368
横断幕	オウダンマク	名詞-普通名詞-一般	70	2.0368
慣れっこ	ナレッコ	名詞-普通名詞-一般	70	2.0368
御招待	ゴショウタイ	名詞-普通名詞-一般	62	2.0368
定食屋	テイショクヤ	名詞-普通名詞-一般	43	2.0368
