# BCCWJ 長単位語彙表 ver1.0, frequência ≥ 2 (NINJAL, doi:10.15084/00003214). Só os compostos
# nominais (lema que não existe como unidade curta: 飛行機, 金曜日, 新幹線), sem nome próprio
# nem numeral, frequência ≥ 20. `coloquial_pmw` = Yahoo!知恵袋 + Yahoo!ブログ, a mesma régua de
# freq_bccwj_ja.tsv — é por ela que o composto ganha um rank comparável ao das palavras simples.
# lemma	lForm	pos	frequency	coloquial_pmw
皆さん	ミナサン	名詞-普通名詞-一般	14386	936.6832
御金	オカネ	名詞-普通名詞-一般	9958	485.9908
御店	オミセ	名詞-普通名詞-一般	5092	446.4500
可能性	カノウセイ	名詞-普通名詞-一般	13555	392.4631
出品者	シュッピンシャ	名詞-普通名詞-一般	2562	293.2571
にほんブログ村	ニホンブログムラ	名詞-普通名詞-一般	2090	254.3238
久し振り	ヒサシブリ	名詞-普通名詞-一般	3408	247.4802
人達	ヒトタチ	名詞-普通名詞-一般	12680	235.3229
御存知	ゴゾンジ	名詞-普通名詞-一般	2611	228.4561
知恵袋	チエフクロ	名詞-普通名詞-一般	1832	210.5620
日本人	ニッポンジン	名詞-普通名詞-一般	10317	209.1426
皆様	ミナサマ	名詞-普通名詞-一般	2935	206.2783
落札者	ラクサツシャ	名詞-普通名詞-一般	1736	200.5531
御母さん	オカアサン	名詞-普通名詞-一般	7098	179.7934
御互い	オタガイ	名詞-普通名詞-一般	4980	179.1180
基本的	キホンテキ	形状詞-一般	8250	175.7055
子供達	コドモタチ	名詞-普通名詞-一般	11353	171.0380
三人	サンニン	名詞-普通名詞-一般	7767	160.2810
個人的	コジンテキ	形状詞-一般	2838	158.0131
大きさ	オオキサ	名詞-普通名詞-一般	5922	140.3686
自転車	ジテンシャ	名詞-普通名詞-一般	3239	133.1875
奥さん	オクサン	名詞-普通名詞-一般	3672	132.6119
一般的	イッパンテキ	形状詞-一般	5929	131.3349
御友達	オトモダチ	名詞-普通名詞-一般	1541	126.2782
御風呂	オフロ	名詞-普通名詞-一般	1732	123.7472
日本語	ニッポンゴ	名詞-普通名詞-一般	4743	120.3650
誕生日	タンジョウヒ	名詞-普通名詞-一般	1894	118.4590
ホームページ	ホームページ	名詞-普通名詞-一般	2873	115.9746
御子さん	オコサン	名詞-普通名詞-一般	1769	109.7762
御客様	オキャクサマ	名詞-普通名詞-一般	2588	108.8099
其れ形	ソレナリ	名詞-普通名詞-一般	2687	107.3520
御話	オハナシ	名詞-普通名詞-一般	4940	103.6841
日曜日	ニチヨウヒ	名詞-普通名詞-一般	2091	102.9814
郵便局	ユウビンキョク	名詞-普通名詞-一般	1419	101.5290
具体的	グタイテキ	形状詞-一般	9333	100.1392
初心者	ショシンシャ	名詞-普通名詞-一般	1427	98.5558
しょう	ショウ	名詞-普通名詞-一般	1855	97.8352
結婚式	ケッコンシキ	名詞-普通名詞-一般	1747	96.6898
御菓子	オカシ	名詞-普通名詞-一般	1511	96.2329
ウインドーズ	ウインドーズ	名詞-普通名詞-一般	1786	95.7729
冷蔵庫	レイゾウコ	名詞-普通名詞-一般	2117	95.6342
土曜日	ドヨウヒ	名詞-普通名詞-一般	1659	95.0191
御土産	オミヤゲ	名詞-普通名詞-一般	1245	92.3723
幼稚園	ヨウチエン	名詞-普通名詞-一般	1830	91.6704
御昼	オヒル	名詞-普通名詞-一般	1056	90.6755
考え方	カンガエカタ	名詞-普通名詞-一般	9032	90.0997
御休み	オヤスミ	名詞-普通名詞-一般	1067	89.9825
駐車場	チュウシャジョウ	名詞-普通名詞-一般	2142	89.9807
小学生	ショウガクセイ	名詞-普通名詞-一般	2565	88.0416
御客さん	オキャクサン	名詞-普通名詞-一般	2047	87.5894
小学校	ショウガッコウ	名詞-普通名詞-一般	3537	85.5030
飛行機	ヒコウキ	名詞-普通名詞-一般	2680	85.1963
御茶	オチャ	名詞-普通名詞-一般	2826	85.0334
御弁当	オベントウ	名詞-普通名詞-一般	1101	84.4736
御父さん	オトウサン	名詞-普通名詞-一般	4517	84.2927
遣り方	ヤリカタ	名詞-普通名詞-一般	3997	83.1156
旦那さん	ダンナサン	名詞-普通名詞-一般	932	82.5811
午前中	ゴゼンチュウ	名詞-普通名詞-一般	1347	81.0891
一位	イチイ	名詞-普通名詞-一般	1216	81.0458
主人公	シュジンコウ	名詞-普通名詞-一般	2065	80.0084
携帯電話	ケイタイデンワ	名詞-普通名詞-一般	2038	78.9903
見た目	ミタメ	名詞-普通名詞-一般	1373	78.7261
其れ以外	ソレイガイ	名詞-普通名詞-一般	2386	77.9370
高校生	コウコウセイ	名詞-普通名詞-一般	2038	77.1541
言い方	イイカタ	名詞-普通名詞-一般	3035	76.2484
作り方	ツクリカタ	名詞-普通名詞-一般	3377	75.7732
四人	ヨンニン	名詞-普通名詞-一般	3307	74.7387
メイン	メイン	名詞-普通名詞-一般	1139	74.5116
高さ	タカサ	名詞-普通名詞-一般	4563	70.9131
御天気	オテンキ	名詞-普通名詞-一般	716	70.1754
御湯	オユ	名詞-普通名詞-一般	1300	69.5309
御主人	ゴシュジン	名詞-普通名詞-一般	1695	69.2174
使い方	ツカイカタ	名詞-普通名詞-一般	2323	68.7790
御仕事	オシゴト	名詞-普通名詞-一般	921	68.4753
神様	カミサマ	名詞-普通名詞-一般	2150	67.9570
精神的	セイシンテキ	形状詞-一般	2152	67.8005
保育園	ホイクエン	名詞-普通名詞-一般	1068	67.7525
自分達	ジブンタチ	名詞-普通名詞-一般	5246	67.4635
長さ	ナガサ	名詞-普通名詞-一般	3900	67.3247
手数料	テスウリョウ	名詞-普通名詞-一般	1160	67.0951
伯父さん	オジサン	名詞-普通名詞-一般	2440	66.4959
御勧め	オススメ	名詞-普通名詞-一般	655	65.5079
御礼	オレイ	名詞-普通名詞-一般	1615	63.3203
御世話	オセワ	名詞-普通名詞-一般	1401	62.2637
御疲れ様	オツカレサマ	名詞-普通名詞-一般	620	60.7891
芸能人	ゲイノウジン	名詞-普通名詞-一般	730	59.1976
金曜日	キンヨウヒ	名詞-普通名詞-一般	1400	58.9267
月曜日	ゲツヨウヒ	名詞-普通名詞-一般	1144	58.7991
中学生	チュウガクセイ	名詞-普通名詞-一般	2012	58.1193
不可能	フカノウ	形状詞-一般	3266	57.6166
御花	オハナ	名詞-普通名詞-一般	699	57.2549
時間帯	ジカンタイ	名詞-普通名詞-一般	1001	56.5698
掲示板	ケイジバン	名詞-普通名詞-一般	744	54.9973
御意見	ゴイケン	名詞-普通名詞-一般	1627	54.3196
新幹線	シンカンセン	名詞-普通名詞-一般	1119	54.1423
五人	ゴニン	名詞-普通名詞-一般	2083	53.8577
旦那様	ダンナサマ	名詞-普通名詞-一般	719	53.0421
御自分	ゴジブン	名詞-普通名詞-一般	914	52.7171
最終的	サイシュウテキ	形状詞-一般	2891	52.6814
二位	ニイ	名詞-普通名詞-一般	940	52.3980
自分自身	ジブンジシン	名詞-普通名詞-一般	3226	51.2542
寒さ	サムサ	名詞-普通名詞-一般	1492	51.1656
三位	サンイ	名詞-普通名詞-一般	885	51.0015
御気	オキ	名詞-普通名詞-一般	900	50.9101
電話番号	デンワバンゴウ	名詞-普通名詞-一般	1907	50.8706
奥様	オクサマ	名詞-普通名詞-一般	1211	50.5813
違和感	イワカン	名詞-普通名詞-一般	1109	50.4758
事務所	ジムショ	名詞-普通名詞-一般	2434	50.2115
良さ	ヨサ	名詞-普通名詞-一般	1874	49.4396
積極的	セッキョクテキ	形状詞-一般	7060	48.7887
ベストアンサー	ベストアンサー	名詞-普通名詞-一般	419	48.7801
御祝い	オイワイ	名詞-普通名詞-一般	879	47.8140
御尻	オシリ	名詞-普通名詞-一般	1192	47.7713
味噌汁	ミソシル	名詞-普通名詞-一般	801	47.5618
効果的	コウカテキ	形状詞-一般	3100	47.1572
メールアドレス	メールアドレス	名詞-普通名詞-一般	612	46.8814
年賀状	ネンガジョウ	名詞-普通名詞-一般	610	46.8090
本格的	ホンカクテキ	形状詞-一般	2379	46.6944
貢献度	コウケンド	名詞-普通名詞-一般	473	45.9869
伯母さん	オバサン	名詞-普通名詞-一般	1865	45.3169
政治家	セイジカ	名詞-普通名詞-一般	2405	45.2860
質問者	シツモンシャ	名詞-普通名詞-一般	474	45.1881
定形外	テイケイガイ	名詞-普通名詞-一般	388	44.8072
其れ以上	ソレイジョウ	名詞-普通名詞-一般	2073	44.7828
御得	オトク	名詞-普通名詞-一般	620	43.9999
御気に入り	オキニイリ	名詞-普通名詞-一般	807	43.9690
被害者	ヒガイシャ	名詞-普通名詞-一般	3055	43.7565
ユウパック	ユウパック	名詞-普通名詞-一般	396	43.6593
花粉症	カフンショウ	名詞-普通名詞-一般	525	43.1378
暑さ	アツサ	名詞-普通名詞-一般	978	42.4940
大学生	ダイガクセイ	名詞-普通名詞-一般	1108	42.4648
御取り引き	オトリヒキ	名詞-普通名詞-一般	371	42.0989
御ばあちゃん	オバアチャン	名詞-普通名詞-一般	1752	41.2179
メモリ	メモリ	名詞-普通名詞-一般	574	41.0146
御肉	オニク	名詞-普通名詞-一般	447	40.8108
質問者さん	シツモンシャサン	名詞-普通名詞-一般	346	40.2683
自動的	ジドウテキ	形状詞-一般	1677	40.0573
良い加減	イイカゲン	形状詞-一般	1208	39.8788
弁護士	ベンゴシ	名詞-普通名詞-一般	2505	39.1743
外国人	ガイコクジン	名詞-普通名詞-一般	2360	38.2913
脚質	アシシツ	名詞-普通名詞-一般	320	38.2041
御姉さん	オアネサン	名詞-普通名詞-一般	836	38.1334
数日	スウジツ	名詞-普通名詞-一般	886	38.1177
中途半端	チュウトハンパ	形状詞-一般	755	38.0170
伯母ちゃん	オバチャン	名詞-普通名詞-一般	490	38.0014
御知らせ	オシラセ	名詞-普通名詞-一般	718	37.6581
回答者	カイトウシャ	名詞-普通名詞-一般	507	37.6445
強さ	ツヨサ	名詞-普通名詞-一般	1853	37.5783
フォルダ	フォルダ	名詞-普通名詞-一般	943	37.4383
人間関係	ニンゲンカンケイ	名詞-普通名詞-一般	1862	37.1755
見方	ミカタ	名詞-普通名詞-一般	2579	37.0282
御値段	オネダン	名詞-普通名詞-一般	362	36.9804
店員さん	テンインサン	名詞-普通名詞-一般	371	36.7839
一時的	イチジテキ	形状詞-一般	1592	36.7040
自動車	ジドウシャ	名詞-普通名詞-一般	3185	36.5246
社会人	シャカイジン	名詞-普通名詞-一般	745	36.3387
皮膚科	ヒフカ	名詞-普通名詞-一般	388	35.9889
披露宴	ヒロウエン	名詞-普通名詞-一般	449	35.8513
最終回	サイシュウカイ	名詞-普通名詞-一般	434	35.7002
公務員	コウムイン	名詞-普通名詞-一般	1233	35.5290
魅力的	ミリョクテキ	形状詞-一般	1431	35.3293
世界中	セカイチュウ	名詞-普通名詞-一般	2056	35.2082
一発	イチハツ	名詞-普通名詞-一般	943	35.0491
おっさん	オッサン	名詞-普通名詞-一般	603	34.9807
定期的	テイキテキ	形状詞-一般	1372	34.8313
個人情報	コジンジョウホウ	名詞-普通名詞-一般	869	34.7568
同級生	ドウキュウセイ	名詞-普通名詞-一般	840	34.6257
正社員	セイシャイン	名詞-普通名詞-一般	521	34.5293
患者さん	カンジャサン	名詞-普通名詞-一般	2088	34.4306
重さ	オモサ	名詞-普通名詞-一般	1467	34.3555
アーティスト	アーティスト	名詞-普通名詞-一般	645	34.3078
二種類	ニシュルイ	名詞-普通名詞-一般	1367	34.1711
全体的	ゼンタイテキ	形状詞-一般	1089	34.0600
クレジットカード	クレジットカード	名詞-普通名詞-一般	510	34.0423
優しさ	ヤサシサ	名詞-普通名詞-一般	1037	33.6949
数年前	スウネンマエ	名詞-普通名詞-一般	768	33.6257
御兄ちゃん	オアニチャン	名詞-普通名詞-一般	739	33.5261
洗濯物	センタクブツ	名詞-普通名詞-一般	687	33.4250
連絡先	レンラクサキ	名詞-普通名詞-一般	645	33.1059
中国人	チュウゴクジン	名詞-普通名詞-一般	1445	32.8104
私自身	ワタクシジシン	名詞-普通名詞-一般	1715	32.7789
御家	オイエ	名詞-普通名詞-一般	515	32.5897
出品物	シュッピンブツ	名詞-普通名詞-一般	283	32.4972
人其々	ヒトソレゾレ	名詞-普通名詞-一般	432	32.3761
個人差	コジンサ	名詞-普通名詞-一般	555	32.3230
美容院	ビヨウイン	名詞-普通名詞-一般	428	32.2603
御正月	オショウガツ	名詞-普通名詞-一般	589	32.0397
ホームセンター	ホームセンター	名詞-普通名詞-一般	349	31.8740
副作用	フクサヨウ	名詞-普通名詞-一般	1156	31.8631
御付き合い	オツキアイ	名詞-普通名詞-一般	506	31.5461
価値観	カチカン	名詞-普通名詞-一般	1659	31.5252
入札者	ニュウサツシャ	名詞-普通名詞-一般	289	31.4444
菠薐草	ホウレンソウ	名詞-普通名詞-一般	613	31.3145
不安定	フアンテイ	形状詞-一般	1302	31.3139
方達	ホウタチ	名詞-普通名詞-一般	607	31.2397
化粧品	ケショウヒン	名詞-普通名詞-一般	674	31.1012
派遣会社	ハケンガイシャ	名詞-普通名詞-一般	337	30.9792
圧倒的	アットウテキ	形状詞-一般	1729	30.9489
火曜日	カヨウヒ	名詞-普通名詞-一般	545	30.8652
二次会	ニジカイ	名詞-普通名詞-一般	319	30.8219
歯医者	ハイシャ	名詞-普通名詞-一般	376	30.7682
十人	ジュウニン	名詞-普通名詞-一般	1419	30.6269
不具合	フグアイ	名詞-普通名詞-一般	361	30.5196
視聴率	シチョウリツ	名詞-普通名詞-一般	413	30.4777
説明書	セツメイショ	名詞-普通名詞-一般	381	30.3130
従業員	ジュウギョウイン	名詞-普通名詞-一般	2210	30.2821
管理人	カンリジン	名詞-普通名詞-一般	641	30.1828
経済的	ケイザイテキ	形状詞-一般	1868	29.6837
図書館	トショカン	名詞-普通名詞-一般	2026	29.5211
御楽しみ	オタノシミ	名詞-普通名詞-一般	401	29.3366
山本クリニック	ヤマモトクリニック	名詞-普通名詞-一般	241	29.3263
落札者様	ラクサツシャサマ	名詞-普通名詞-一般	251	29.2173
妊娠中	ニンシンチュウ	名詞-普通名詞-一般	522	28.9742
ノートパソコン	ノートパソコン	名詞-普通名詞-一般	302	28.9267
履歴書	リレキショ	名詞-普通名詞-一般	528	28.9002
メール便	メールビン	名詞-普通名詞-一般	247	28.7782
数人	スウニン	名詞-普通名詞-一般	1228	28.7744
御宅	オタク	名詞-普通名詞-一般	743	28.7688
商品説明	ショウヒンセツメイ	名詞-普通名詞-一般	265	28.7626
血液型	ケツエキガタ	名詞-普通名詞-一般	449	28.6943
一冊	イチサツ	名詞-普通名詞-一般	1200	28.5001
結果的	ケッカテキ	形状詞-一般	1293	28.3938
御兄さん	オアニサン	名詞-普通名詞-一般	768	28.2615
御寺	オテラ	名詞-普通名詞-一般	809	28.2515
保険料	ホケンリョウ	名詞-普通名詞-一般	2294	28.2497
生き方	イキカタ	名詞-普通名詞-一般	2107	28.2303
三連休	サンレンキュウ	名詞-普通名詞-一般	250	28.1619
御祭り	オマツリ	名詞-普通名詞-一般	610	28.1563
関係者	カンケイシャ	名詞-普通名詞-一般	1995	28.1404
教科書	キョウカショ	名詞-普通名詞-一般	1694	28.0228
保険会社	ホケンガイシャ	名詞-普通名詞-一般	632	28.0060
天気予報	テンキヨホウ	名詞-普通名詞-一般	365	27.8814
御大事	オダイジ	形状詞-一般	275	27.8684
商品名	ショウヒンメイ	名詞-普通名詞-一般	427	27.8010
ファーストメール	ファーストメール	名詞-普通名詞-一般	238	27.6990
御米	オコメ	名詞-普通名詞-一般	566	27.4571
金融機関	キンユウキカン	名詞-普通名詞-一般	2051	27.3513
御両親	ゴリョウシン	名詞-普通名詞-一般	521	27.2815
不動産	フドウサン	名詞-普通名詞-一般	1155	26.9654
ウィルス	ウィルス	名詞-普通名詞-一般	381	26.7685
発売日	ハツバイヒ	名詞-普通名詞-一般	317	26.7541
御参考	ゴサンコウ	名詞-普通名詞-一般	274	26.6571
木曜日	モクヨウヒ	名詞-普通名詞-一般	464	26.6118
御好み	オコノミ	名詞-普通名詞-一般	373	26.5841
御願い	オネガイ	名詞-普通名詞-一般	1420	26.5741
主題歌	シュダイカ	名詞-普通名詞-一般	315	26.5526
御使い	オツカイ	名詞-普通名詞-一般	325	26.5514
運動会	ウンドウカイ	名詞-普通名詞-一般	519	26.2939
プリン	プリン	名詞-普通名詞-一般	315	26.2889
運転手	ウンテンシュ	名詞-普通名詞-一般	1498	26.2724
日本酒	ニッポンシュ	名詞-普通名詞-一般	587	26.1563
生クリーム	ナマクリーム	名詞-普通名詞-一般	515	26.0979
著作権	チョサクケン	名詞-普通名詞-一般	586	25.8375
御馴染み	オナジミ	名詞-普通名詞-一般	724	25.7335
発送方法	ハッソウホウホウ	名詞-普通名詞-一般	225	25.7205
地下鉄	チカテツ	名詞-普通名詞-一般	828	25.6639
辛さ	ツラサ	名詞-普通名詞-一般	553	25.6539
御買い物	オカイモノ	名詞-普通名詞-一般	293	25.6436
消費者	ショウヒシャ	名詞-普通名詞-一般	3262	25.5641
日経平均	ニッケイヘイキン	名詞-普通名詞-一般	305	25.5485
男友達	オトコトモダチ	名詞-普通名詞-一般	295	25.5461
御住まい	オスマイ	名詞-普通名詞-一般	656	25.4830
洗濯機	センタクキ	名詞-普通名詞-一般	525	25.4515
簡単決済	カンタンケッサイ	名詞-普通名詞-一般	218	25.3819
甘さ	アマサ	名詞-普通名詞-一般	684	25.3472
御仕舞い	オシマイ	名詞-普通名詞-一般	771	25.3101
フリーソフト	フリーソフト	名詞-普通名詞-一般	238	25.3080
子達	コタチ	名詞-普通名詞-一般	677	25.2408
公式サイト	コウシキサイト	名詞-普通名詞-一般	229	25.1404
参加者	サンカシャ	名詞-普通名詞-一般	1393	25.1248
奴等	ヤツラ	名詞-普通名詞-一般	1567	25.0764
娘さん	ムスメサン	名詞-普通名詞-一般	712	24.9385
水曜日	スイヨウヒ	名詞-普通名詞-一般	553	24.9082
経験者	ケイケンシャ	名詞-普通名詞-一般	378	24.8955
御薬	オクスリ	名詞-普通名詞-一般	299	24.8487
御昼御飯	オヒルゴハン	名詞-普通名詞-一般	233	24.8077
慰謝料	イシャリョウ	名詞-普通名詞-一般	392	24.7632
御部屋	オヘヤ	名詞-普通名詞-一般	445	24.6698
自衛隊	ジエイタイ	名詞-普通名詞-一般	1633	24.6424
段ボール	ダンボール	名詞-普通名詞-一般	484	24.5576
化粧水	ケショウミズ	名詞-普通名詞-一般	347	24.4459
韓国人	カンコクジン	名詞-普通名詞-一般	505	24.3457
賞味期限	ショウミキゲン	名詞-普通名詞-一般	280	24.3248
マイ知恵袋	マイチエフクロ	名詞-普通名詞-一般	209	24.3239
江戸時代	エドジダイ	名詞-普通名詞-一般	1877	24.2883
高速道路	コウソクドウロ	名詞-普通名詞-一般	957	24.1878
御盆	オボン	名詞-普通名詞-一般	479	24.1351
御子様	オコサマ	名詞-普通名詞-一般	301	24.1236
御内	オウチ	名詞-普通名詞-一般	416	24.1088
御味噌汁	オミソシル	名詞-普通名詞-一般	225	24.0876
出演者	シュツエンシャ	名詞-普通名詞-一般	434	23.9872
世界的	セカイテキ	形状詞-一般	1483	23.9291
一方的	イッポウテキ	形状詞-一般	1259	23.9070
担当者	タントウシャ	名詞-普通名詞-一般	950	23.8911
今週末	コンシュウマツ	名詞-普通名詞-一般	212	23.8711
食べ方	タベカタ	名詞-普通名詞-一般	450	23.8381
二人目	フタリメ	名詞-普通名詞-一般	416	23.7953
まんま	マンマ	名詞-普通名詞-一般	418	23.7385
観光客	カンコウキャク	名詞-普通名詞-一般	1054	23.7020
ペットボトル	ペットボトル	名詞-普通名詞-一般	526	23.6848
小麦粉	コムギコナ	名詞-普通名詞-一般	702	23.6692
キーワード	キーワード	名詞-普通名詞-一般	1175	23.6427
四位	ヨンイ	名詞-普通名詞-一般	377	23.5909
御母様	オハハサマ	名詞-普通名詞-一般	526	23.5416
ヤフーオークション	ヤフーオークション	名詞-普通名詞-一般	207	23.3510
自分形	ジブンナリ	名詞-普通名詞-一般	699	23.3410
プロバイダ	プロバイダ	名詞-普通名詞-一般	419	23.3348
御医者さん	オイシャサン	名詞-普通名詞-一般	493	23.3248
プロパティ	プロパティ	名詞-普通名詞-一般	548	23.2924
中学校	チュウガッコウ	名詞-普通名詞-一般	1400	23.2830
メイク	メイク	名詞-普通名詞-一般	421	23.2667
事自体	コトジタイ	名詞-普通名詞-一般	1099	23.1504
経営者	ケイエイシャ	名詞-普通名詞-一般	1985	23.0452
中国語	チュウゴクゴ	名詞-普通名詞-一般	735	23.0449
映画館	エイガカン	名詞-普通名詞-一般	648	22.9768
基礎体温	キソタイオン	名詞-普通名詞-一般	210	22.9326
専業主婦	センギョウシュフ	名詞-普通名詞-一般	426	22.8693
書き方	カキカタ	名詞-普通名詞-一般	634	22.8646
落札者都合	ラクサツシャツゴウ	名詞-普通名詞-一般	196	22.8109
既婚者	キコンシャ	名詞-普通名詞-一般	242	22.7847
御姉ちゃん	オアネチャン	名詞-普通名詞-一般	674	22.7494
営業時間	エイギョウジカン	名詞-普通名詞-一般	391	22.6280
血液検査	ケツエキケンサ	名詞-普通名詞-一般	359	22.6000
二年前	ニネンマエ	名詞-普通名詞-一般	648	22.5903
御質問	ゴシツモン	名詞-普通名詞-一般	1098	22.5785
美しさ	ウツクシサ	名詞-普通名詞-一般	1748	22.5697
プロ野球	プロヤキュウ	名詞-普通名詞-一般	415	22.5631
産婦人科	サンフジンカ	名詞-普通名詞-一般	289	22.5307
アメリカ人	アメリカジン	名詞-普通名詞-一般	1484	22.5207
選択肢	センタクシ	名詞-普通名詞-一般	1110	22.5107
学生時代	ガクセイジダイ	名詞-普通名詞-一般	698	22.4892
最高気温	サイコウキオン	名詞-普通名詞-一般	226	22.4377
嫁さん	ヨメサン	名詞-普通名詞-一般	308	22.4371
第三者	ダイサンシャ	名詞-普通名詞-一般	1493	22.4253
関西馬	カンサイバ	名詞-普通名詞-一般	188	22.3902
読み方	ヨミカタ	名詞-普通名詞-一般	600	22.3669
何気	ナンゲ	形状詞-一般	193	22.3581
御客	オキャク	名詞-普通名詞-一般	992	22.2252
ヤフーブログ	ヤフーブログ	名詞-普通名詞-一般	183	22.2208
交差点	コウサテン	名詞-普通名詞-一般	658	22.1884
アイデア	アイデア	名詞-普通名詞-一般	1548	22.1244
住民票	ジュウミンヒョウ	名詞-普通名詞-一般	514	22.0652
利用者	リヨウシャ	名詞-普通名詞-一般	2165	22.0552
ブログランキング・にほんブログ村	ブログランキングニホンブログムラ	名詞-普通名詞-一般	181	22.0252
確定申告	カクテイシンコク	名詞-普通名詞-一般	563	22.0231
ネット上	ネットジョウ	名詞-普通名詞-一般	281	22.0181
出品者さん	シュッピンシャサン	名詞-普通名詞-一般	188	21.8799
仕事中	シゴトチュウ	名詞-普通名詞-一般	304	21.8068
御金持ち	オカネモチ	名詞-普通名詞-一般	442	21.6904
婦人科	フジンカ	名詞-普通名詞-一般	260	21.6736
ブログ村	ブログムラ	名詞-普通名詞-一般	178	21.6601
カテゴリ	カテゴリ	名詞-普通名詞-一般	262	21.6209
電子レンジ	デンシレンジ	名詞-普通名詞-一般	629	21.5953
専門家	センモンカ	名詞-普通名詞-一般	2512	21.5210
非常識	ヒジョウシキ	形状詞-一般	336	21.4040
印象的	インショウテキ	形状詞-一般	817	21.3846
御味	オアジ	名詞-普通名詞-一般	202	21.3690
ホームラン	ホームラン	名詞-普通名詞-一般	356	21.3684
二チャンネル	ニチャンネル	名詞-普通名詞-一般	214	21.3563
離乳食	リニュウショク	名詞-普通名詞-一般	336	21.3460
対処法	タイショホウ	名詞-普通名詞-一般	321	21.2770
御手伝い	オテツダイ	名詞-普通名詞-一般	469	21.2258
ヤフーメール	ヤフーメール	名詞-普通名詞-一般	182	21.2081
現時点	ゲンジテン	名詞-普通名詞-一般	892	21.1513
御馳走様	ゴチソウサマ	名詞-普通名詞-一般	259	21.1044
住宅ローン	ジュウタクローン	名詞-普通名詞-一般	437	21.0764
健康診断	ケンコウシンダン	名詞-普通名詞-一般	467	21.0608
御自身	ゴジシン	名詞-普通名詞-一般	446	21.0393
掃除機	ソウジキ	名詞-普通名詞-一般	309	20.9762
不景気	フケイキ	名詞-普通名詞-一般	386	20.9559
回答番号	カイトウバンゴウ	名詞-普通名詞-一般	181	20.9488
御言葉	オコトバ	名詞-普通名詞-一般	686	20.9456
御回答	ゴカイトウ	名詞-普通名詞-一般	198	20.8749
一曲	イチキョク	名詞-普通名詞-一般	332	20.8711
六人	ロクニン	名詞-普通名詞-一般	1081	20.8554
御知恵	オチエ	名詞-普通名詞-一般	194	20.8324
年末年始	ネンマツネンシ	名詞-普通名詞-一般	536	20.7335
五位	ゴイ	名詞-普通名詞-一般	328	20.7075
自治体	ジチタイ	名詞-普通名詞-一般	1578	20.6692
軽自動車	ケイジドウシャ	名詞-普通名詞-一般	356	20.6374
ディズニーランド	ディズニーランド	名詞-普通名詞-一般	277	20.6268
保護者	ホゴシャ	名詞-普通名詞-一般	2181	20.6165
警察官	ケイサツカン	名詞-普通名詞-一般	1177	20.6006
早さ	ハヤサ	名詞-普通名詞-一般	1333	20.5319
一般人	イッパンジン	名詞-普通名詞-一般	398	20.4998
美味しさ	オイシサ	名詞-普通名詞-一般	571	20.4851
一時間半	イチジカンハン	名詞-普通名詞-一般	346	20.3843
評価欄	ヒョウカラン	名詞-普通名詞-一般	178	20.3669
ブログランキング	ブログランキング	名詞-普通名詞-一般	167	20.3216
初歩的	ショホテキ	形状詞-一般	297	20.2876
右クリック	ミギクリック	名詞-普通名詞-一般	257	20.2664
フランス語	フランスゴ	名詞-普通名詞-一般	880	20.2355
御肌	オハダ	名詞-普通名詞-一般	248	20.2302
悪さ	ワルサ	名詞-普通名詞-一般	648	20.2093
御連絡	ゴレンラク	名詞-普通名詞-一般	255	20.2087
最終日	サイシュウヒ	名詞-普通名詞-一般	464	20.1362
耳鼻科	ジビカ	名詞-普通名詞-一般	210	20.1029
撮影日	サツエイニチ	名詞-普通名詞-一般	167	19.9565
前日比	ゼンジツヒ	名詞-普通名詞-一般	188	19.9512
御隣り	オトナリ	名詞-普通名詞-一般	324	19.9241
神経質	シンケイシツ	名詞-普通名詞-一般	597	19.8383
国民年金	コクミンネンキン	名詞-普通名詞-一般	646	19.8380
一品	イチピン	名詞-普通名詞-一般	484	19.8236
三種類	サンシュルイ	名詞-普通名詞-一般	765	19.7759
海外旅行	カイガイリョコウ	名詞-普通名詞-一般	519	19.7697
子供さん	コドモサン	名詞-普通名詞-一般	294	19.6848
迷惑メール	メイワクメール	名詞-普通名詞-一般	209	19.6848
無意識	ムイシキ	名詞-普通名詞-一般	1263	19.6115
振り込み手数料	フリコミテスウリョウ	名詞-普通名詞-一般	177	19.4942
御餅	オモチ	名詞-普通名詞-一般	281	19.4639
有名人	ユウメイジン	名詞-普通名詞-一般	426	19.4633
御皿	オサラ	名詞-普通名詞-一般	455	19.4530
高温期	コウオンキ	名詞-普通名詞-一般	178	19.4411
ワンピース	ワンピース	名詞-普通名詞-一般	601	19.4049
百円ショップ	ヒャクエンショップ	名詞-普通名詞-一般	256	19.3940
消費税	ショウヒゼイ	名詞-普通名詞-一般	849	19.3678
最寄り駅	モヨリエキ	名詞-普通名詞-一般	204	19.3637
乱筆乱文	ランピツランブン	名詞-普通名詞-一般	162	19.3481
文学的素養不足	ブンガクテキソヨウブソク	名詞-普通名詞-一般	159	19.3481
こないだ	コナイダ	名詞-普通名詞-一般	289	19.3104
体脂肪	カラダシボウ	名詞-普通名詞-一般	231	19.3094
今日此の頃	キョウコノゴロ	名詞-普通名詞-一般	213	19.3053
御紹介	ゴショウカイ	名詞-普通名詞-一般	294	19.0888
税務署	ゼイムショ	名詞-普通名詞-一般	525	19.0658
排卵日	ハイランヒ	名詞-普通名詞-一般	181	19.0074
電気代	デンキダイ	名詞-普通名詞-一般	257	18.9971
